Prolific ID,ProificId,NumUserCommentsCreated,NumActorPostsLiked,NumActorPostsShared,NumActorCommentsLiked,UserPostsCreated,UserCommentsCreated,ActorPostsLiked(ImageName),ActorPostsLiked(PostID),ActorPostsShared(ImageName),ActorPostsShared(PostID),ActorCommentsLiked,TimeOnSite,"TimeSpentEachPost(ImageName,Time)","TimeSpentEachPost(PostID,Time)",PostLookup(PostID=ImageName),PageLog
,66294c688bad7715018bfd57,1,2,0,0,,"this is sad. we should trust our scientists., on Post t14con-real.jpg (PostID 13), on Day 1
","t26con-real.jpg,t10con-real.jpg","25,8",,,,135471,"[t30con-real.jpg,4061];[t02con-real.jpg,2198];[t15con-real.jpg,2381];[t21con-real.jpg,5497];[t05con-ai.png,2197];[t29con-real.jpg,1614];[t13con-ai.png,19926];[t11con-real.jpg,12034];[t04con-real.jpg,2516];[t14con-real.jpg,19546];[t20con-real.jpg,2584];[t06con-real.jpg,1564];[t27con-ai.png,9983];[t26con-real.jpg,5745];[t19con-real.jpg,2982];[t28con-real.jpg,3532];[t01con-real.jpg,1834];[t03con-real.jpg,1530];[t08con-real.jpg,3315];[t10con-real.jpg,7433];[t22con-real.jpg,3479];[t12con-real.jpg,3948];[t16con-real.jpg,1581];[t23con-real.jpg,29079]","[64,4061];[1,2198];[14,2381];[20,5497];[31,2197];[63,1614];[40,19926];[10,12034];[2,2516];[13,19546];[19,2584];[4,1564];[54,9983];[25,5745];[18,2982];[27,3532];[0,1834];[9,1530];[6,3315];[8,7433];[21,3479];[11,3948];[15,1581];[22,29079]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;63=t29con-real.jpg;40=t13con-ai.png;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;0=t01con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,6a0503283a7c4218bac59b00,0,8,2,0,,,"t02con-real.jpg,t05con-ai.png,t29con-real.jpg,t13con-ai.png,t11con-real.jpg,t04con-real.jpg,t06con-real.jpg,t27con-ai.png","1,31,63,40,10,2,4,54","t04con-real.jpg,t20con-real.jpg","2,19",,77583,"[t30con-real.jpg,6173];[t02con-real.jpg,0];[t15con-real.jpg,4993];[t21con-real.jpg,5959];[t05con-ai.png,4818];[t09con-real.jpg,0];[t09con-real.jpg,4078];[t29con-real.jpg,6662];[t13con-ai.png,4215];[t11con-real.jpg,4362];[t04con-real.jpg,2746];[t20con-real.jpg,5462];[t06con-real.jpg,3125];[t27con-ai.png,1691];[t23con-real.jpg,4798]","[64,6173];[1,0];[14,4993];[20,5959];[31,4818];[7,0];[7,4078];[63,6662];[40,4215];[10,4362];[2,2746];[19,5462];[4,3125];[54,1691];[22,4798]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;10=t11con-real.jpg;2=t04con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;54=t27con-ai.png;22=t23con-real.jpg,/newsfeed/condition/
,6a160fc571ff8111110c84f7,8,8,0,0,,"Stop the war!, on Post t30lib-real.jpg (PostID 31), on Day 1
Stop the tariffs!, on Post t21lib-real.jpg (PostID 20), on Day 1
It is a woman's choice!, on Post t05lib-ai.png (PostID 38), on Day 1
He is clueless!, on Post t13lib-ai.png (PostID 47), on Day 1
SO TRUE!, on Post t04lib-real.jpg (PostID 2), on Day 1
Biden is the best, on Post t20lib-real.jpg (PostID 19), on Day 1
Green Energy is the way to go, on Post t08lib-real.jpg (PostID 6), on Day 1
Basic Right Healthcare for all!, on Post t23lib-real.jpg (PostID 22), on Day 1
","t30lib-real.jpg,t09lib-real.jpg,t19lib-real.jpg,t28lib-real.jpg,t01lib-real.jpg,t22lib-real.jpg,t12lib-real.jpg,t16lib-real.jpg","31,7,18,27,0,21,11,15",,,,299396,"[t30lib-real.jpg,28699];[t02lib-real.jpg,13721];[t15lib-real.jpg,2712];[t21lib-real.jpg,18102];[t05lib-ai.png,9839];[t09lib-real.jpg,8575];[t29lib-real.jpg,3581];[t13lib-ai.png,2346];[t11lib-real.jpg,7092];[t04lib-real.jpg,9642];[t14lib-real.jpg,15901];[t20lib-real.jpg,10772];[t06lib-real.jpg,3413];[t27lib-ai.png,10024];[t26lib-real.jpg,8858];[t19lib-real.jpg,3346];[t28lib-real.jpg,1897];[t17lib-real.jpg,6495];[t01lib-real.jpg,3647];[t03lib-real.jpg,5295];[t08lib-real.jpg,2001];[t10lib-real.jpg,9742];[t22lib-real.jpg,5395];[t12lib-real.jpg,5296];[t16lib-real.jpg,5814];[t23lib-real.jpg,21405]","[31,28699];[1,13721];[14,2712];[20,18102];[38,9839];[7,8575];[29,3581];[47,2346];[10,7092];[2,9642];[13,15901];[19,10772];[4,3413];[61,10024];[25,8858];[18,3346];[27,1897];[16,6495];[0,3647];[9,5295];[6,2001];[8,9742];[21,5395];[11,5296];[15,5814];[22,21405]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;10=t11lib-real.jpg;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;0=t01lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;8=t10lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,6a04ad8c0db1bcf0582799b9,0,0,0,0,,,,,,,,322114,"[t30lib-real.jpg,21338];[t02lib-real.jpg,19266];[t15lib-real.jpg,23513];[t21lib-real.jpg,9746];[t05lib-real.jpg,16368];[t09lib-real.jpg,18449];[t29lib-real.jpg,15767];[t13lib-real.jpg,8966];[t11lib-real.jpg,10473];[t04lib-real.jpg,10167];[t14lib-real.jpg,12017];[t20lib-real.jpg,11244];[t06lib-real.jpg,14382];[t27lib-real.jpg,12749];[t26lib-real.jpg,9083];[t19lib-real.jpg,12366];[t28lib-real.jpg,10633];[t17lib-real.jpg,7838];[t01lib-real.jpg,7083];[t03lib-real.jpg,5400];[t08lib-real.jpg,7867];[t10lib-real.jpg,23551];[t22lib-real.jpg,14200];[t12lib-real.jpg,11765];[t16lib-real.jpg,6133];[t23lib-real.jpg,8615]","[31,21338];[1,19266];[14,23513];[20,9746];[3,16368];[7,18449];[29,15767];[12,8966];[10,10473];[2,10167];[13,12017];[19,11244];[4,14382];[26,12749];[25,9083];[18,12366];[27,10633];[16,7838];[0,7083];[9,5400];[6,7867];[8,23551];[21,14200];[11,11765];[15,6133];[22,8615]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;3=t05lib-real.jpg;7=t09lib-real.jpg;29=t29lib-real.jpg;12=t13lib-real.jpg;10=t11lib-real.jpg;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;4=t06lib-real.jpg;26=t27lib-real.jpg;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;0=t01lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;8=t10lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,67a9034388a7629d47fdd89e,0,0,0,0,,,,,,,,0,"[t30con-ai.png,8611];[t15con-real.jpg,1534];[t21con-real.jpg,1632];[t09con-real.jpg,2399];[t11con-ai.png,2950];[t04con-real.jpg,1952];[t14con-real.jpg,1518];[t20con-ai.png,1583];[t27con-ai.png,1533];[t26con-real.jpg,1550];[t22con-ai.png,2633];[t16con-ai.png,1516];[t23con-real.jpg,6416]","[64,8611];[14,1534];[20,1632];[7,2399];[38,2950];[2,1952];[13,1518];[47,1583];[54,1533];[25,1550];[49,2633];[43,1516];[22,6416]",64=t30con-ai.png;14=t15con-real.jpg;20=t21con-real.jpg;7=t09con-real.jpg;38=t11con-ai.png;2=t04con-real.jpg;13=t14con-real.jpg;47=t20con-ai.png;54=t27con-ai.png;25=t26con-real.jpg;49=t22con-ai.png;43=t16con-ai.png;22=t23con-real.jpg,/newsfeed/condition/
,66bfd4b46a7e9cec65d88461,0,0,0,0,,,,,,,,373443,"[t30con-ai.png,15924];[t02con-real.jpg,10115];[t15con-real.jpg,13958];[t21con-real.jpg,7560];[t05con-ai.png,16352];[t09con-real.jpg,7928];[t29con-real.jpg,12022];[t13con-ai.png,8184];[t11con-ai.png,8116];[t04con-real.jpg,6942];[t14con-real.jpg,7284];[t20con-ai.png,89930];[t06con-real.jpg,7036];[t27con-ai.png,11299];[t26con-real.jpg,11107];[t19con-real.jpg,31068];[t28con-real.jpg,43226];[t17con-real.jpg,22346];[t01con-ai.png,6899];[t03con-real.jpg,6284];[t08con-real.jpg,14192];[t10con-ai.png,11509];[t22con-ai.png,21578];[t12con-real.jpg,16970];[t16con-ai.png,12489];[t23con-real.jpg,22492]","[64,15924];[1,10115];[14,13958];[20,7560];[31,16352];[7,7928];[63,12022];[40,8184];[38,8116];[2,6942];[13,7284];[47,89930];[4,7036];[54,11299];[25,11107];[18,31068];[27,43226];[16,22346];[28,6899];[9,6284];[6,14192];[36,11509];[49,21578];[11,16970];[43,12489];[22,22492]",64=t30con-ai.png;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;13=t14con-real.jpg;47=t20con-ai.png;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;28=t01con-ai.png;9=t03con-real.jpg;6=t08con-real.jpg;36=t10con-ai.png;49=t22con-ai.png;11=t12con-real.jpg;43=t16con-ai.png;22=t23con-real.jpg,/newsfeed/condition/
,663b7a3b1b519dfad91434f7,2,3,0,0,,"Nice post, on Post t02con-ai.png (PostID 29), on Day 1
Nice, on Post t11con-ai.png (PostID 38), on Day 1
","t30con-ai.png,t02con-ai.png,t01con-ai.png","64,29,28",,,,0,"[t30con-ai.png,8543];[t02con-ai.png,8725];[t15con-real.jpg,13546];[t13con-ai.png,3336];[t11con-ai.png,0];[t04con-real.jpg,9300];[t20con-ai.png,1900];[t06con-ai.png,6774];[t21con-ai.png,3635];[t14con-ai.png,1705];[t17con-ai.png,1601];[t01con-ai.png,3547];[t16con-ai.png,1702];[t23con-ai.png,11304]","[64,8543];[29,8725];[14,13546];[40,3336];[38,0];[2,9300];[47,1900];[32,6774];[48,3635];[41,1705];[44,1601];[28,3547];[43,1702];[50,11304]",64=t30con-ai.png;29=t02con-ai.png;14=t15con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;47=t20con-ai.png;32=t06con-ai.png;48=t21con-ai.png;41=t14con-ai.png;44=t17con-ai.png;28=t01con-ai.png;43=t16con-ai.png;50=t23con-ai.png,"/newsfeed/condition/,/newsfeed/condition/"
,6985feb75f02a47b9dc481a8,0,1,0,0,,,t03con-real.jpg,9,,,,276343,"[t30con-ai.png,14016];[t02con-ai.png,4172];[t15con-real.jpg,5635];[t21con-ai.png,6948];[t05con-ai.png,8012];[t09con-ai.png,16090];[t29con-real.jpg,4605];[t13con-ai.png,12366];[t11con-ai.png,41455];[t04con-real.jpg,5303];[t14con-ai.png,7264];[t20con-ai.png,4271];[t06con-ai.png,5302];[t27con-ai.png,18034];[t26con-ai.png,10671];[t19con-ai.png,6848];[t28con-ai.png,16374];[t17con-ai.png,8110];[t01con-ai.png,5634];[t03con-real.jpg,8943];[t08con-ai.png,4754];[t10con-ai.png,10837];[t22con-ai.png,8013];[t12con-real.jpg,4721];[t16con-ai.png,4322];[t23con-ai.png,36620]","[64,14016];[29,4172];[14,5635];[48,6948];[31,8012];[35,16090];[63,4605];[40,12366];[38,41455];[2,5303];[41,7264];[47,4271];[32,5302];[54,18034];[53,10671];[46,6848];[55,16374];[44,8110];[28,5634];[9,8943];[34,4754];[36,10837];[49,8013];[11,4721];[43,4322];[50,36620]",64=t30con-ai.png;29=t02con-ai.png;14=t15con-real.jpg;48=t21con-ai.png;31=t05con-ai.png;35=t09con-ai.png;63=t29con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;41=t14con-ai.png;47=t20con-ai.png;32=t06con-ai.png;54=t27con-ai.png;53=t26con-ai.png;46=t19con-ai.png;55=t28con-ai.png;44=t17con-ai.png;28=t01con-ai.png;9=t03con-real.jpg;34=t08con-ai.png;36=t10con-ai.png;49=t22con-ai.png;11=t12con-real.jpg;43=t16con-ai.png;50=t23con-ai.png,/newsfeed/condition/
,69b1a7aa840cf7970f5cbe32,0,1,0,0,,,t10con-ai.png,36,,,,79458,"[t30con-ai.png,0];[t30con-ai.png,26521];[t02con-ai.png,4505];[t21con-ai.png,5122];[t15con-real.jpg,8882];[t05con-ai.png,9652];[t09con-ai.png,4318];[t19con-ai.png,7917];[t03con-real.jpg,2951];[t10con-ai.png,4479];[t23con-ai.png,5505]","[64,0];[64,26521];[29,4505];[48,5122];[14,8882];[31,9652];[35,4318];[46,7917];[9,2951];[36,4479];[50,5505]",64=t30con-ai.png;29=t02con-ai.png;48=t21con-ai.png;14=t15con-real.jpg;31=t05con-ai.png;35=t09con-ai.png;46=t19con-ai.png;9=t03con-real.jpg;36=t10con-ai.png;50=t23con-ai.png,/newsfeed/condition/
,632c6e0c12609e030e857835,0,0,0,0,,,,,,,,74095,"[t30lib-ai.png,33410];[t02lib-ai.png,38595];[t15lib-real.jpg,5190];[t05lib-ai.png,6408];[t21lib-ai.png,6354];[t09lib-ai.png,1742];[t04lib-real.jpg,1694];[t27lib-ai.png,3353];[t06lib-ai.png,4036];[t19lib-ai.png,1911];[t16lib-ai.png,11166];[t23lib-ai.png,9018];[t23lib-ai.png,0];[t12lib-real.jpg,3181];[t22lib-ai.png,3125];[t10lib-ai.png,1877]","[64,33410];[36,38595];[14,5190];[38,6408];[55,6354];[42,1742];[2,1694];[61,3353];[39,4036];[53,1911];[50,11166];[57,9018];[57,0];[11,3181];[56,3125];[43,1877]",64=t30lib-ai.png;36=t02lib-ai.png;14=t15lib-real.jpg;38=t05lib-ai.png;55=t21lib-ai.png;42=t09lib-ai.png;2=t04lib-real.jpg;61=t27lib-ai.png;39=t06lib-ai.png;53=t19lib-ai.png;50=t16lib-ai.png;57=t23lib-ai.png;11=t12lib-real.jpg;56=t22lib-ai.png;43=t10lib-ai.png,/newsfeed/condition/
,695ff87dfddb037c6d3b65fa,0,2,0,0,,,"t27con-real.jpg,t26con-real.jpg","26,25",,,,139360,"[t30con-real.jpg,13063];[t02con-real.jpg,3435];[t15con-real.jpg,2870];[t21con-real.jpg,1584];[t05con-real.jpg,4667];[t09con-real.jpg,2685];[t29con-real.jpg,1968];[t13con-real.jpg,2883];[t11con-real.jpg,18734];[t04con-real.jpg,4486];[t14con-real.jpg,12402];[t06con-real.jpg,3254];[t27con-real.jpg,0];[t27con-real.jpg,6169];[t26con-real.jpg,4498];[t19con-real.jpg,2732];[t28con-real.jpg,3484];[t17con-real.jpg,1651];[t03con-real.jpg,2900];[t08con-real.jpg,1551];[t10con-real.jpg,2283];[t22con-real.jpg,5169];[t12con-real.jpg,3816];[t16con-real.jpg,5967];[t23con-real.jpg,8917]","[64,13063];[1,3435];[14,2870];[20,1584];[3,4667];[7,2685];[63,1968];[12,2883];[10,18734];[2,4486];[13,12402];[4,3254];[26,0];[26,6169];[25,4498];[18,2732];[27,3484];[16,1651];[9,2900];[6,1551];[8,2283];[21,5169];[11,3816];[15,5967];[22,8917]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;3=t05con-real.jpg;7=t09con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;4=t06con-real.jpg;26=t27con-real.jpg;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,69ccdff74a9a08888da9acc5,11,9,8,0,,"I agree wholeheartedly.  I can see an increase in my grocery bill, and it gradually getting higher.  On average my bill is about 10 to 15% more than three years ago., on Post t21lib-real.jpg (PostID 20), on Day 1
The science is definitely clear that we need to get back to programs that help prevent climate change., on Post t09lib-real.jpg (PostID 7), on Day 1
I don't understand what is going on here., on Post t29lib-real.jpg (PostID 29), on Day 1
Yes, Yes they do!!!!, on Post t13lib-ai.png (PostID 47), on Day 1
Affirmative Action is very important!!!!!, on Post t11lib-ai.png (PostID 45), on Day 1
I know what I would choose, but I would NEVER tell another woman how she should choose or what she should do with her body., on Post t04lib-real.jpg (PostID 2), on Day 1
I'm confused as to why Biden is represented here?  Please explain., on Post t20lib-ai.png (PostID 54), on Day 1
I support the right to protest., on Post t27lib-ai.png (PostID 61), on Day 1
I'm a transgender advocate., on Post t19lib-real.jpg (PostID 18), on Day 1
YES!!!  Screenshot TAKEN., on Post t28lib-real.jpg (PostID 27), on Day 1
Healthcare for ALL, on Post t23lib-real.jpg (PostID 22), on Day 1
","t21lib-real.jpg,t13lib-ai.png,t11lib-ai.png,t04lib-real.jpg,t27lib-ai.png,t19lib-real.jpg,t28lib-real.jpg,t22lib-ai.png,t12lib-real.jpg","20,47,45,2,61,18,27,56,11","t21lib-real.jpg,t13lib-ai.png,t11lib-ai.png,t04lib-real.jpg,t19lib-real.jpg,t28lib-real.jpg,t22lib-ai.png,t12lib-real.jpg","20,47,45,2,18,27,56,11",,632069,"[t30lib-ai.png,42200];[t02lib-real.jpg,15884];[t15lib-real.jpg,22784];[t21lib-real.jpg,70936];[t05lib-ai.png,18031];[t09lib-real.jpg,76470];[t29lib-real.jpg,22682];[t13lib-ai.png,24848];[t11lib-ai.png,37234];[t04lib-real.jpg,40099];[t14lib-real.jpg,14534];[t20lib-ai.png,39149];[t06lib-real.jpg,12050];[t27lib-ai.png,21132];[t26lib-real.jpg,24367];[t19lib-real.jpg,25750];[t28lib-real.jpg,30768];[t17lib-real.jpg,11134];[t01lib-ai.png,9416];[t03lib-real.jpg,10648];[t08lib-real.jpg,7534];[t10lib-ai.png,7784];[t22lib-ai.png,12734];[t12lib-real.jpg,13417];[t16lib-ai.png,15784];[t23lib-real.jpg,29070]","[64,42200];[1,15884];[14,22784];[20,70936];[38,18031];[7,76470];[29,22682];[47,24848];[45,37234];[2,40099];[13,14534];[54,39149];[4,12050];[61,21132];[25,24367];[18,25750];[27,30768];[16,11134];[35,9416];[9,10648];[6,7534];[43,7784];[56,12734];[11,13417];[50,15784];[22,29070]",64=t30lib-ai.png;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;13=t14lib-real.jpg;54=t20lib-ai.png;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;35=t01lib-ai.png;9=t03lib-real.jpg;6=t08lib-real.jpg;43=t10lib-ai.png;56=t22lib-ai.png;11=t12lib-real.jpg;50=t16lib-ai.png;22=t23lib-real.jpg,/newsfeed/condition/
,5fbc56c0293d73121cdc1eb5,0,4,0,0,,,"t09con-real.jpg,t28con-real.jpg,t22con-real.jpg,t16con-real.jpg","7,27,21,15",,,,255729,"[t30con-real.jpg,18156];[t02con-real.jpg,4646];[t15con-real.jpg,2470];[t21con-real.jpg,2165];[t05con-real.jpg,10680];[t09con-real.jpg,2964];[t29con-real.jpg,2652];[t13con-real.jpg,2704];[t11con-real.jpg,4600];[t14con-real.jpg,4581];[t20con-real.jpg,2748];[t27con-real.jpg,2764];[t28con-real.jpg,4696];[t10con-real.jpg,4829];[t22con-real.jpg,0];[t22con-real.jpg,4486];[t12con-real.jpg,1505];[t16con-real.jpg,5097];[t23con-real.jpg,10794]","[64,18156];[1,4646];[14,2470];[20,2165];[3,10680];[7,2964];[63,2652];[12,2704];[10,4600];[13,4581];[19,2748];[26,2764];[27,4696];[8,4829];[21,0];[21,4486];[11,1505];[15,5097];[22,10794]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;3=t05con-real.jpg;7=t09con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;26=t27con-real.jpg;27=t28con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,60fec468f4995966355862d4,0,0,0,0,,,,,,,,113943,"[t30con-real.jpg,10587];[t02con-real.jpg,3232];[t15con-real.jpg,5001];[t21con-real.jpg,5668];[t05con-real.jpg,7248];[t09con-real.jpg,3766];[t29con-real.jpg,3351];[t13con-real.jpg,4617];[t11con-real.jpg,9034];[t04con-real.jpg,7750];[t14con-real.jpg,4999];[t20con-real.jpg,2433];[t06con-real.jpg,7501];[t27con-real.jpg,3950];[t26con-real.jpg,2434];[t19con-real.jpg,3200];[t28con-real.jpg,2600];[t17con-real.jpg,1750];[t03con-real.jpg,2768];[t08con-real.jpg,2116];[t10con-real.jpg,0];[t10con-real.jpg,2499];[t22con-real.jpg,2567];[t12con-real.jpg,1917];[t16con-real.jpg,2783];[t23con-real.jpg,4432]","[64,10587];[1,3232];[14,5001];[20,5668];[3,7248];[7,3766];[63,3351];[12,4617];[10,9034];[2,7750];[13,4999];[19,2433];[4,7501];[26,3950];[25,2434];[18,3200];[27,2600];[16,1750];[9,2768];[6,2116];[8,0];[8,2499];[21,2567];[11,1917];[15,2783];[22,4432]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;3=t05con-real.jpg;7=t09con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;26=t27con-real.jpg;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,69a2131c23b25c6540611600,3,26,0,0,,"this is sad, #noguns, on Post t02lib-real.jpg (PostID 1), on Day 1
only women should have a say about, on Post t05lib-ai.png (PostID 38), on Day 1
#womensrights, on Post t04lib-real.jpg (PostID 2), on Day 1
","t30lib-ai.png,t02lib-real.jpg,t15lib-real.jpg,t21lib-real.jpg,t05lib-ai.png,t09lib-real.jpg,t29lib-real.jpg,t13lib-ai.png,t11lib-ai.png,t04lib-real.jpg,t14lib-real.jpg,t20lib-ai.png,t06lib-real.jpg,t27lib-ai.png,t26lib-real.jpg,t19lib-real.jpg,t28lib-real.jpg,t17lib-real.jpg,t01lib-ai.png,t03lib-real.jpg,t08lib-real.jpg,t10lib-ai.png,t22lib-ai.png,t12lib-real.jpg,t16lib-ai.png,t23lib-real.jpg","64,1,14,20,38,7,29,47,45,2,13,54,4,61,25,18,27,16,35,9,6,43,56,11,50,22",,,,230399,"[t30lib-ai.png,22997];[t02lib-real.jpg,12010];[t15lib-real.jpg,48519];[t21lib-real.jpg,8881];[t05lib-ai.png,54452];[t09lib-real.jpg,4931];[t29lib-real.jpg,4666];[t13lib-ai.png,3550];[t11lib-ai.png,4398];[t04lib-real.jpg,23325];[t14lib-real.jpg,4949];[t20lib-ai.png,4565];[t06lib-real.jpg,4048];[t27lib-ai.png,4517];[t26lib-real.jpg,4766];[t19lib-real.jpg,5596];[t28lib-real.jpg,3850];[t17lib-real.jpg,2416];[t01lib-ai.png,2999];[t03lib-real.jpg,3232];[t08lib-real.jpg,3398];[t10lib-ai.png,2949];[t22lib-ai.png,2801];[t12lib-real.jpg,3099];[t16lib-ai.png,3966];[t23lib-real.jpg,13534]","[64,22997];[1,12010];[14,48519];[20,8881];[38,54452];[7,4931];[29,4666];[47,3550];[45,4398];[2,23325];[13,4949];[54,4565];[4,4048];[61,4517];[25,4766];[18,5596];[27,3850];[16,2416];[35,2999];[9,3232];[6,3398];[43,2949];[56,2801];[11,3099];[50,3966];[22,13534]",64=t30lib-ai.png;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;13=t14lib-real.jpg;54=t20lib-ai.png;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;35=t01lib-ai.png;9=t03lib-real.jpg;6=t08lib-real.jpg;43=t10lib-ai.png;56=t22lib-ai.png;11=t12lib-real.jpg;50=t16lib-ai.png;22=t23lib-real.jpg,/newsfeed/condition/
